id,text,domain,priority,language,channel,timestamp
252,Vasant Kunj में पानी की सप्लाई 5 दिनों से अनियमित सुबह नल सूखे रहते हैं।,Water,Medium,hi,web,2025-01-03T23:25:31
253,"Water supply near Rohini has been irregular for 10 days, taps run dry most mornings.",Water,Medium,en,web,2025-06-02T01:44:46
254,"Saket ke paas footpath me chhoti si darar hai, time milne par theek karwa dena.",Roads,Low,hinglish,web,2025-03-21T20:20:59
255,"Civil Lines के पास हल्का वोल्टेज उतार-चढ़ाव है, जरूरी नहीं जांच करवा लें।",Electricity,Low,hi,web,2025-02-11T11:53:15
256,Suggestion: monsoon se pehle Indira Nagar ke paas fogging karwai jaye.,Health,Low,hinglish,web,2025-02-07T16:46:58
257,"Model Town में खंभे की बत्ती 2 हफ्तों से है, कृपया तकनीशियन भेजें।",Lights,Medium,hi,phone,2025-03-17T05:32:56
258,"Garbage has not been collected near Kalkaji for a month now, bins are overflowing.",Waste,Medium,en,phone,2025-06-09T05:08:46
259,"One streetlight bulb near Hauz Khas is dim, not urgent but could be replaced. pls fix asap",Lights,Low,en,web,2025-04-23T19:53:31
260,Suggestion: please add more benches in the park near Ashok Vihar. urgent!!!,Other / Unknown,Low,en,whatsapp,2025-05-16T02:50:49
261,"Ashok Vihar ke paas kachre ka bada dher sad raha hai aur bimari fela raha hai, turant uthwao. pls jaldi karo",Waste,High,hinglish,phone,2025-04-02T04:54:19
262,"Low water pressure near Kalkaji for 3 days now, tankers needed in the meantime. please help",Water,Medium,en,app,2025-06-25T19:27:55
263,Suggestion: conduct a fogging drive near Ward 7 before monsoon season. urgent!!!,Health,Low,en,web,2025-02-20T17:05:48
264,"Vasant Kunj के पास नाली फट गई है और सीवेज का पानी सड़क पर भर गया है, स्वास्थ्य आपातकाल है।",Sanitation,High,hi,web,2025-03-02T15:01:19
265,"Vasant Kunj के पास नाली 3 दिन से बंद है, पानी जमा हो रहा है। कृपया जल्दी करें सुझाव",Sanitation,Medium,hi,whatsapp,2025-03-15T20:17:04
266,"Ward 12 के पास ट्रांसफार्मर से चिंगारी निकल रही है, बहुत खतरनाक है, आग लग सकती है, तुरंत कार्रवाई करें।",Electricity,High,hi,web,2025-05-26T18:59:47
267,"Malviya Nagar me kachra uthane me 10 dino se deri ho rhai hai, badbu badh rahi hai.",Waste,Medium,hinglish,phone,2025-05-10T00:54:28
268,"Andheri West के पास हल्का कचरा जमा हो रहा है, जरूरी नहीं पर देख लें।",Waste,Low,hi,phone,2025-06-09T06:32:46
269,"Multiple dengue cases haave been reported near Rohini, mosquito breeding is out of control, urgent fogging needed.",Health,High,en,whatsapp,2025-05-31T17:49:35
270,"Lajpat Nagar के पास कचरे का बड़ा ढेर सड़ रहा है और बीमारी फैला रहा है, तुरंत उठवाएं।",Waste,High,hi,phone,2025-03-11T16:11:53
271,"Rohini ke paas halka kachra jama ho raha hai, urgent nahi par dekh lena.",Waste,Low,hinglish,app,2025-06-22T21:26:05
272,"The transformer near Mayur Vihar is sparking badly, extremely khatarnak, could catch fire, urgent action needed. urgent!!! need this fixed",Electricity,High,en,web,2025-01-16T15:28:10
273,"Lajpat Nagar ke paas sewage gharo me ghus raha hai, bacho liye bahut khatarnak aur ganda hai, turant madad chahiye.",Sanitation,High,hinglish,web,2025-06-28T05:23:12
274,"Andheri West ke paas 2 hafto se bijli baar baar ja rahi hai, appliances kharab ho rahe hai.",Electricity,Medium,hinglish,whatsapp,2025-05-26T17:52:30
275,"Vasant Kunj ke paas ek steretlight thodi dim hai, urgent nahi par badal di jaye to accha hai. urgent hai",Lights,Low,hinglish,web,2025-02-11T18:04:25
276,"Nehru Colony ke paas sadak me bahut bada gaddha hai jiski wajah se kal accident ho gaya, please turant fix karo.",Roads,High,hinglish,whatsapp,2025-04-21T02:32:51
277,"Green Park ke paas sadak me bahut bada gaddha hai jiski wajah se kal accident ho gaya, please turant fix karo.",Roads,High,hinglish,whatsapp,2025-01-14T03:21:37
278,"Dwarka Sector 9 me khambe ki batti 3 din se band hai, please technician bhejo. pls jaldi karo",Lights,Medium,hinglish,app,2025-05-27T18:58:22
279,सुझाव: Koramangala में पानी सप्लाई का आधा घंटा बढ़ा दिया जाए।,Water,Low,hi,web,2025-02-25T16:21:17
280,Suggestion: Green Park ki sadak resurface kar di jaye to accha rahega.,Roads,Low,hinglish,phone,2025-05-15T19:01:57
281,"Illegal parking near MG Road has been blocking the road for a week, please take action.",Other / Unknown,Medium,en,web,2025-05-08T01:13:44
282,"Minor voltage flicker near Sector 21, not urgent but worth checking.",Electricity,Low,en,phone,2025-04-06T13:58:56
283,"A huge crater has opened up on the road at Rohini, two bikes have already skidded, extremely dangerous. pls fix asap",Roads,High,en,web,2025-04-07T02:52:08
284,"Ashok Vihar के पास 2 हफ्तों से बिजली बार-बार जा रही है, उपकरण खराब हो रहे हैं।",Electricity,Medium,hi,whatsapp,2025-01-24T06:14:28
285,"The darin near Gandhi Chowk has burst and sewage water is flooding the street, health emergency.",Sanitation,High,en,app,2025-05-06T14:09:16
286,सुझाव: मानसून से पहले Salt Lake के फॉगिंग करवाई जाए। कृपया जल्दी करें,Health,Low,hi,web,2025-03-08T01:34:06
287,"Naali near Indira Nagar is clogged for 5 days, foul smell spreading in area.",Sanitation,Medium,en,web,2025-03-08T05:55:44
288,MG Road me 3 se baar baar power cut ho raha hai. pls jadi karo suggestion,Electricity,Medium,hinglish,phone,2025-02-05T17:08:27
289,"Civil Lines ke paas transformer se sparking ho rahi hai, bahut khatarnak hai, lag sakti hai, turant karwai karo. urgent hai",Electricity,High,hinglish,whatsapp,2025-06-17T06:05:39
290,"Shastri Nagar के पास आवारा कुत्तों ने दो बच्चों को काट लिया, कृपया जल्द कार्रवाई करें।",Other / Unknown,High,hi,phone,2025-04-09T03:54:28
291,Suggestion: Malviya Nagar me paani supply ka time aadha ghanta badha diya jaye.,Water,Low,hinglish,app,2025-01-09T21:49:39
292,सुझाव: Model Town के पार्क में और बेंच लगाई जाएं। बहुत परेशानी हो रही है,Other / Unknown,Low,hi,web,2025-03-27T11:31:21
293,"Greeen Park ke paas paani ke pipe se halka leak hai, urgent nahi par check karwa lena.",Water,Low,hinglish,whatsapp,2025-04-15T13:11:23
294,Suggestion: please add more benches in the park near Model Town. getting worse,Other / Unknown,Low,en,whatsapp,2025-05-09T04:16:14
295,Andheri West ke paas sadak me ek mahine se gaddha hai jisse traffic jam ho raha hai. pls jaldi karo,Roads,Medium,hinglish,whatsapp,2025-05-04T10:44:44
296,"Kalkaji के पास ट्रांसफार्मर से चिंगारी निकल रही है, बहुत खतरनाक है, आग लग सकती है, तुरंत कार्रवाई करें।",Electricity,High,hi,app,2025-04-12T12:20:33
297,"Saket ke paas ek mahine se kachre ka dher laga hai, medical waste bhi mila hai, chuhe aur awara kutte badh rahe hai, health hazard hai.",Waste,High,hinglish,web,2025-06-07T09:40:40
298,"Ward 7 के पास कम्युनिटी क्लिनिक में मामूली सफाई की समस्या है, जरूरी नहीं। कृपया जल्दी करें",Health,Low,hi,phone,2025-01-12T09:59:28
299,There have been frequent power cuts near Hauz Khas for 2 weeks now. please help,Electricity,Medium,en,app,2025-02-07T17:05:41
300,"Koramangala ke paas 2 hafto se illegal parking road ko jam kar rhi hai, please karwai karo. pls jaldi karo",Other / Unknown,Medium,hinglish,phone,2025-06-03T15:00:02
301,"Ward 7 ke paas 10 dino se bijli baar baar ja rahi hai, appliances kharab ho rahe hai.",Electricity,Medium,hinglish,app,2025-04-24T01:44:19
302,"Gandhi Chowk ke pasa awara kutte 10 dino se aggressive ho gaye hai, ek insaan ko kaat liya. urgent hai",Health,Medium,hinglish,whatsapp,2025-04-13T14:53:32
303,Ward 7 के पास स्ट्रीट लाइट 3 दिन से टिमटिमा रही है और बंद हो जाती है।,Lights,Medium,hi,app,2025-01-03T07:57:48
304,Suggestion: Ward 7 ke park me aur benches lagayi jaye.,Other / Unknown,Low,hinglish,phone,2025-04-12T06:01:11
305,"Kalkaji के पास नाली एक हफ्ते से बंद है, पानी जमा हो रहा है।",Sanitation,Medium,hi,phone,2025-02-01T08:28:42
306,Suggestion: upgrade old wiring near Nehru Cloony sometime this year.,Electricity,Low,en,app,2025-02-02T03:20:27
307,"Koramangala के पास एक्सीडेंट हुआ है और एक घंटे से एम्बुलेंस नहीं आई, चिकित्सा आपातकाल है।",Health,High,hi,web,2025-03-16T10:53:33
308,Model Town के पास सड़क में 3 दिन से गड्ढा है जिससे ट्रैफिक जाम हो रहा है।,Roads,Medium,hi,app,2025-05-04T10:04:01
309,"Roini सड़क की हालत एक हफ्ते से खराब है, कृपया मरम्मत करवाएं। कृपया जल्दी करें",Roads,Medium,hi,whatsapp,2025-06-28T04:35:51
310,"Mayur Vihar के पास एक महीने से बिजली बार-बार जा रही है, उपकरण खराब हो रहे हैं। बहुत परेशानी हो रही है",Electricity,Medium,hi,whatsapp,2025-03-05T01:56:20
311,"The lamp post near Nehru Colony has been dark for a week, please send a technician.",Lights,Medium,en,whatsapp,2025-04-29T19:49:21
312,"There is a dangerous pothole near Ward 12 that caused an acccident yesterday, please fix urgently.",Roads,High,en,web,2025-06-03T11:48:07
313,"Patel Nagar ke paas 5 din se kachre ka dher laga hai, medical waste bhi mila hai, chuhe aur awara kutte badh rahe hai, health hazard hai. please dhyan do",Waste,High,hinglish,web,2025-04-30T23:15:44
314,Suggestion: please add more benches in the park near Salt Lake. pls fix asap,Other / Unknown,Low,en,whatsapp,2025-04-05T22:44:14
315,"Civil Lines ke paas ek streetlight thodi dim hai, urgent nahi par badal di jaye to accha hai. urgent hai",Lights,Low,hinglish,web,2025-05-29T03:28:47
316,"Minor drip from a water pipe near Hauz Khas, not urgent but should be checked. urgent!!!",Water,Low,en,whatsapp,2025-02-24T15:01:27
317,"The transformr near Dwarka Sector 9 is sparking badly, extremely khatarnak, could catch fire, urgent action needed.",Electricity,High,en,whatsapp,2025-03-22T12:31:49
318,"Vasant Kunj के पास आवारा कुत्तों ने दो बच्चों काट लिया, कृपया जल्द कार्रवाई करें। हालत बिगड़ रही है",Other / Unknown,High,hi,web,2025-06-15T23:40:52
319,"Dwarka Sector 9 ke paas naali 5 din se band hai, pani jama ho raha hai.",Sanitation,Medium,hinglish,web,2025-05-14T21:07:56
320,"Patel Nagar ke paas 10 dino se illegal parking road ko jam kar rahi hai, please karwai karo. pls jaldi karo",Other / Unknown,Medium,hinglish,phone,2025-02-21T03:37:45
321,सुझाव: Sakket की खुली नाली को सुरक्षा के लिए ढक दिया जाए।,Sanitation,Low,hi,phone,2025-06-10T09:48:20
322,"Minor hygiene issue at the community clinic near Sector 21, not urgent.",Health,Low,en,phone,2025-04-07T11:25:02
323,"Ganhi Chowk में कचरा उठाने में एक हफ्ते से देरी हो रही है, बदबू बढ़ रही है।",Waste,Medium,hi,app,2025-02-22T02:24:28
324,"Vasant Kunj ke paas halka kachra jama ho raha hai, urgent nahi par dekh lena.",Waste,Low,hinglish,web,2025-04-09T17:33:05
325,"Saket के पास 5 दिनों से अवैध पार्किंग सड़क को जाम कर रही है, कृपया कार्रवाई करें।",Other / Unknown,Medium,hi,app,2025-05-18T08:55:05
326,"Minor litter accumulaing near Dwarka Sector 9, urgent but worth a look. urgent!!!",Waste,Low,en,phone,2025-04-22T20:39:05
327,"Shastri Nagar के पास नाली से हल्की बदबू आ रही है, जरूरी नहीं पर सफाई करवा दें। हालत बिगड़ रही है",Sanitation,Low,hi,whatsapp,2025-03-05T19:02:42
328,सुझाव: Green Park के पार्क में एक और स्ट्रीट लाइट लगाई जाए।,Lights,Low,hi,web,2025-04-28T23:06:49
329,"Dwarka Sector 9 के पास 3 दिन से मच्छरों का प्रकोप बढ़ रहा है, लोग बीमारी फैलने से डर रहे हैं। बहुत परेशानी हो रही है",Health,Medium,hi,app,2025-06-29T03:10:36
330,"Civil Lines me khambe ki batti 3 din se band hai, please technician bhejo. pls jaldi karo",Lights,Medium,hinglish,whatsapp,2025-01-08T23:05:15
331,"Mnor drip from a water pipe near Sector 21, not urgent but should be checked.",Water,Low,en,app,2025-03-08T14:50:29
332,"A huge crater has opened up on the road at Sector 21, two bikes have already skidded, extremely dangerous.",Roads,High,en,whatsapp,2025-01-27T03:22:36
333,"There is a dangerous pothole near Patel Nagar that caused an accident yesterday, please fix urgently.",Roads,High,en,app,2025-06-25T11:48:24
334,"A major water pipeline near Sector 21 has burst and is flooding homes, contaminated water mixing in, urgent! please help",Water,High,en,web,2025-05-01T19:16:33
335,"Gandhi Chowk ke paas bade aag lagne ka khatra bataya gaya hai, prashasan turant karwai kare.",Other / Unknown,High,hinglish,web,2025-03-30T02:34:35
336,"A huge trash pile near Kalkaji is rotting and attracting disease, urgent collection needed before it spreads illness.",Waste,High,en,app,2025-03-05T22:31:20
337,"Shastri Nagar के पास नाली से हल्की बदबू आ रही है, जरूरी नहीं पर सफाई करवा दें।",Sanitation,Low,hi,app,2025-05-30T00:09:00
338,"Hauz Khas में खंभे की बत्ती एक महीने से बंद है, कृपया तकनीशियन भेजें।",Lights,Medium,hi,app,2025-04-16T10:56:27
339,"Patel Nagar ke paas awara kutto ne do bachho ko kaat liya, please jaldi karwai karo.",Other / Unknown,High,hinglish,web,2025-05-26T02:50:42
340,"Lajpat Nagar के पास सड़क में बहुत बड़ा गड्ढा है जिसकी वजह से कल एक दुर्घटना हो गई, कृपया तुरंत ठीक करें।",Roads,High,hi,app,2025-04-05T10:22:33
341,Suggestion: please add more benches in the park near Mayur Vihar. urgent!!!,Other / Unknown,Low,en,phone,2025-05-04T18:43:47
342,"Water suply near Dwarka Sector 9 has been irregular for a month, taps run dry most mornings. please help",Water,Medium,en,whatsapp,2025-04-22T04:52:16
343,Vasant Kunj में 2 हफ्तों से बार-बार बिजली कटौती हो रही है।,Electricity,Medium,hi,whatsapp,2025-04-08T00:53:59
344,"Civil Lines ke paas transformer se sparking ho rahi hai, bahut khatarnak hai, aag lag sakti hai, turant karwai karo.",Electricity,High,hinglish,web,2025-03-10T02:12:27
345,"Green Park के पास नाली फट गई है और सीवेज का पानी सड़क पर भर गया है, स्वास्थ्य आपातकाल है। बहुत परेशानी हो रही है हालत बिगड़ रही है",Sanitation,High,hi,app,2025-06-25T02:56:51
346,"A huge trash pile near Saket is rotting and attracting disease, urgent collection needed before it spreads illness. pls fix asap",Waste,High,en,whatsapp,2025-05-06T06:39:29
347,"Lajpat Nagar ke paas naali se halki badbu aa rahi hai, urgent nahi par safai karwa dena. urgent hai halat bigad rahi hai",Sanitation,Low,hinglish,phone,2025-05-05T17:09:59
348,"Ward 12 me kachra uthane me 10 dino se deri ho rahi hai, badbu badh rahi hai.",Waste,Medium,hinglish,app,2025-04-07T20:02:14
349,"Andheri West ke paas community clinic me mamuli safai ki problem hai, urgent nahi.",Health,Low,hinglish,web,2025-02-13T00:21:15
350,"Patel Nagar ke paas 3 din se paani ka pressure bahut kam hai, tanker ki zarurat hai.",Water,Medium,hinglish,whatsapp,2025-01-19T11:34:22
351,Suggestion: add an extra streetlight neear Lajpat Nagar park for better visibility.,Lights,Low,en,app,2025-05-13T06:21:05
352,Suggestion: Vasant Kunj ke park me ek aur streetlight lagayi jaye. please dhyan do,Lights,Low,hinglish,web,2025-05-08T20:38:22
353,"Hauz Khas के पास सड़क में बहुत बड़ा गड्ढा है जिसकी वजह से कल एक दुर्घटना हो गई, कृपया तुरंत ठीक करें।",Roads,High,hi,whatsapp,2025-03-08T07:26:12
354,"Green Park ke paas pani ki main pipeline fat gayi hai aur gharo me pani bhar raha hai, ganda jal mil raha hai, turant karwai karo.",Water,High,hinglish,app,2025-05-26T21:24:21
355,सुझाव: Hauz Khas में कचरा उठाने की संख्या हफ्ते में दो बार कर दी जाए।,Waste,Low,hi,app,2025-05-05T06:34:59
356,"The road near Ashok Vihar has multiple potholes making it hard to drive, been like this for 2 weeks.",Roads,Medium,en,app,2025-06-13T10:05:47
357,"Green Park के पास पानी की मुख्य पाइपलाइन फट गई है और घरों में पानी भर रहा है, गंदा पानी मिल रहा है, तुरंत कार्रवाई करें।",Water,High,hi,app,2025-04-07T11:10:15
358,"Just a small pothole near Ward 12, not urgent but should be patched sometime. urgent!!!",Roads,Low,en,whatsapp,2025-02-25T16:08:35
359,"Power keeps fluctuating near Civil Lines for week, damaging appliances.",Electricity,Medium,en,phone,2025-01-07T21:34:24
360,"The road naer Sector 21 has multiple potholes making it hard to drive, been like this for 5 days. please help not urgent",Roads,Medium,en,app,2025-01-06T22:37:19
361,"Hauz Khas के पास एक महीने से कचरा नहीं उठाया गया है, डस्टबिन भर गए हैं।",Waste,Medium,hi,app,2025-04-21T05:17:05
362,Streetlight near Civil Lines has been flickering and going off for a week now. suggestion,Lights,Medium,en,web,2025-03-04T01:36:38
363,"Vasant Kunj के पास फुटपाथ में छोटी सी दरार है, समय मिलने पर ठीक करवा दें। बहुत परेशानी हो रही",Roads,Low,hi,whatsapp,2025-01-08T06:34:07
364,"Indira Nagar के पास डेंगू के कई मामले सामने हैं, मच्छरों का प्रकोप बढ़ गया है, तुरंत फॉगिंग करवाएं।",Health,High,hi,web,2025-06-13T13:28:36
365,"Ward 12 के पास आवारा कुत्तों ने दो बच्चों को काट लिया, कृपया जल्द कार्रवाई करें। कृपया जल्दी करें",Other / Unknown,High,hi,whatsapp,2025-01-16T04:25:17
366,"Hauz Khas के पास 10 दिनों से अवैध पार्किंग सड़क को जाम कर रही है, कृपया कार्रवाई करें।",Other / Unknown,Medium,hi,app,2025-04-27T11:27:43
367,"Ward 7 में सड़क की हालत 3 दिन से खराब है, कृपया मरम्मत करवाएं।",Roads,Medium,hi,phone,2025-04-26T21:37:12
368,"Stray dogs near Green Park have been aggressive for 10 days, a resident was bitten. please help suggestion",Health,Medium,en,whatsapp,2025-02-04T09:50:46
369,Suggestion: Green Park ki khuli naali ko safety ke liye dhak diya jaye.,Sanitation,Low,hinglish,phone,2025-01-26T15:08:43
370,Suggestion: cover the open drain near Shastri Nagar for safety.,Sanitation,Low,en,app,2025-03-08T06:11:04
371,Suggestion: please increase garbage collection frequency near Shastri Nagar twice a week. please help,Waste,Low,en,app,2025-03-12T04:10:02
372,"Rohini ke paas awara kutto ne do bachho ko kaat liya, please jaldi karwai karo. halat bigad rahi hai",Other / Unknown,High,hinglish,app,2025-03-24T03:55:11
373,"Nehru Coolny ke paas community clinic me mamuli safai ki problem hai, urgent nahi. urgent hai",Health,Low,hinglish,web,2025-01-10T20:56:36
374,"Mayur Vihar ke paas 10 dino se kachra nahi uthaya gaya hai, dustbin bhar gaye hai.",Waste,Medium,hinglish,web,2025-05-08T08:39:08
375,"Minor litter accumulating near Model Town, not urgent worth a look.",Waste,Low,en,app,2025-01-24T17:02:57
376,सुझाव: Saket में पानी सप्लाई समय आधा घंटा बढ़ा दिया जाए।,Water,Low,hi,phone,2025-02-12T08:22:25
377,"Minor hygiene issue at the community clinic near Mayur Vihar, not urgent. please look into this",Health,Low,en,web,2025-01-29T16:42:58
378,"Model Town के पास पानी की मुख्य पाइपलाइन फट गई है और घरों में पानी भर रहा है, गंदा पानी मिल रहा है, तुरंत कार्रवाई करें। बहुत परेशानी हो रही है",Water,High,hi,app,2025-06-05T15:48:31
379,"Ward 7 के पास डेंगू के कई मामले सामने आए हैं, मच्छरों का प्रकोप बढ़ गया है, तुरंत फॉगिंग करवाएं। हालत बिगड़ रही है",Health,High,hi,web,2025-04-19T18:02:27
380,"Hauz Khas के पास पानी की मुख्य पाइपलाइन फट गई है और घरों में पानी भर रहा है, गंदा पानी मिल रहा है, तुरंत कार्रवाई करें।",Water,High,hi,web,2025-04-06T14:24:11
381,"Power keeps fluctuating near Malviya Nagar for 2 weeks, damaging appliances. urgent!!!",Electricity,Medium,en,whatsapp,2025-06-16T00:56:44
382,"Minnor encroachment issue near Sector 21, not urgent, just flagging. urgent!!! getting worse",Other / Unknown,Low,en,web,2025-05-18T16:41:48
383,"Malviya Nagar के पास एक महीने से कचरा नहीं उठाया गया है, डस्टबिन भर गए हैं।",Waste,Medium,hi,phone,2025-04-14T01:31:22
384,Green Park me 5 din se baar baar power cut ho raha hai. urgent hai jab time mile,Electricity,Medium,hinglish,phone,2025-03-12T07:20:37
385,"Minor smell from the drain near MG Road, not urgent but could be cleaned.",Sanitation,Low,en,web,2025-01-02T09:14:07
386,"Multiple dengue cases have been reporteed near MG Road, mosquito breeding is out of control, urgent fogging needed.",Health,High,en,web,2025-04-29T23:40:37
387,"The road near Saket has multiple potholes making it hard to drive, been like this for 5 days. urgent!!!",Roads,Medium,en,whatsapp,2025-06-07T19:35:39
388,"Vasant Kunj के पास नाली से हल्की बदबू आ रही है, जरूरी नहीं पर सफाई करवा दें।",Sanitation,Low,hi,web,2025-03-14T04:26:29
389,Malviya Nagar ke paas sadak me ek hafte se gaddha hai jisse traffic jam ho raha hai.,Roads,Medium,hinglish,whatsapp,2025-04-02T13:38:51
390,Suggestion: upgrade the old wiring near Model Town sometime this year.,Electricity,Low,en,app,2025-06-25T08:05:56
391,"Dwarka Sector 9 के पास सीवेज घरों में घुस रहा है, बच्चों के लिए बहुत खतरनाक और गंदा है, तुरंत मदद चाहिए।",Sanitation,High,hi,app,2025-02-25T22:11:19
392,"Low water pressure near Ward 7 for 10 days now, tankers needed in the meantime. suggestion",Water,Medium,en,whatsapp,2025-04-18T14:43:51
393,"Andheri West ke paas accident hua hai aur ek ghante se ambulnace nahi aayi, medical emergency hai.",Health,High,hinglish,app,2025-01-14T12:27:25
394,"Ward 12 के पास एक स्ट्रीट लाइट थोड़ी धीमी है, जरूरी नहीं पर बदल दी जाए तो अच्छा है। कृपया ध्यान दें",Lights,Low,hi,whatsapp,2025-02-24T22:52:03
395,सुझाव: Koramangala में पानी सप्लाई का समय आधा घंटा बढ़ा दिया जाए। बहुत परेशानी हो रही है,Water,Low,hi,phone,2025-04-02T01:28:17
396,"Loud construction noies near Shastri Nagar night for a month, disturbing residents. suggestion",Other / Unknown,Medium,en,whatsapp,2025-05-11T18:30:08
397,"Low water pressure near Ward 12 for 2 weeks now, tankers needed the meantime. urgent!!!",Water,Medium,en,app,2025-04-06T00:30:45
398,सुझाव: MG Road में पानी सप्लाई का समय आधा घंटा बढ़ा दिया जाए।,Water,Low,hi,whatsapp,2025-03-09T21:04:02
399,"Andheri West में नाली 10 दिनों से जाम है, बदबू फैल रही है।",Sanitation,Medium,hi,phone,2025-06-18T20:09:45
400,"Ward 7 के पास 3 दिन से कचरा नहीं उठाया गया है, डस्टबिन भर गए हैं। कृपया जल्दी करें जरूरी नहीं",Waste,Medium,hi,whatsapp,2025-02-17T14:06:25
401,"Salt Lake के पास कचरे का बड़ा ढेर सड़ रहा है और बीमारी फैला रहा है, तुरंत उठवाएं। कृपया ध्यान दें",Waste,High,hi,app,2025-04-23T00:17:55
402,"Dwarka Sector ke paas bade aag lagne ka khatra bataya gaya hai, prashasan turant karwai kare. halat bigad rahi hai",Other / Unknown,High,hinglish,whatsapp,2025-04-01T07:03:01
403,"Saket ki sabhi streetlights band hai, raat me pura andhera rehta hai, bahut khatarnak hai.",Lights,High,hinglish,phone,2025-05-09T01:27:56
404,"Patel Nagar ke paas awara kutto ne do bachho ko kaat liya, please jaldi karwai karo.",Other / Unknown,High,hinglish,app,2025-03-11T01:31:11
405,"Gandhi Chowk के पास पानी के पाइप से हल्का रिसाव है, जरूरी नहीं पर जांच करवा लें। बहुत परेशानी हो रही है कृपया ध्यान",Water,Low,hi,web,2025-06-23T23:38:16
406,"Minor crack developing on the footpath near Ashok Vihar, suggest repairing beffore monsoon. please look into this",Roads,Low,en,app,2025-03-09T01:54:28
407,"Rohini में पानी की सप्लाई एक हफ्ते से अनियमित है, सुबह नल सूखे रहते हैं।",Water,Medium,hi,phone,2025-01-30T03:27:31
408,"Civil Lines me khambe ki batti 5 din se band hai, please technician bhejo. suggestion",Lights,Medium,hinglish,app,2025-04-10T11:31:47
409,"Minor smell from the drain near Lajpat Nagar, not urgent but could cleaned.",Sanitation,Low,en,whatsapp,2025-02-08T03:14:33
410,"Kalkaji के पास नाली फट गई है और सीवेज का पानी सड़क पर भर गया है, स्वास्थ्य आपातकाल है। बहुत परेशानी हो रही है",Sanitation,High,hi,web,2025-04-09T13:18:38
411,Suggestion: Patel Nagar me kachra uthane ki frequency hafte me do baar kar di jaye.,Waste,Low,hinglish,phone,2025-06-18T23:35:22
412,"Mayur Vihar ke paas kachre ka bada dher sad raha hai aur bimari fela raha hai, turant uthwao. please dhyan do",Waste,High,hinglish,app,2025-05-05T08:28:17
413,"Ashok Vihar ke paas naali ek hafte se band hai, pani jama ho raha hai. urgent hai",Sanitation,Medium,hinglish,whatsapp,2025-03-19T03:17:09
414,"One streetlight bulb near Ward 7 is dim, not urgent but coudl be replaced. pls fix asap getting worse",Lights,Low,en,phone,2025-06-02T05:01:10
415,"Model Town के पास 3 दिन से कचरे का ढेर लगा है, मेडिकल वेस्ट भी मिला है, चूहे और आवारा कुत्ते बढ़ रहे हैं, स्वास्थ्य के लिए खतरा है। हालत बिगड़ रही है",Waste,High,hi,whatsapp,2025-04-08T00:27:33
416,"The drain near Andheri West has been blocked for a week, water is stagnating. pls fix asap",Sanitation,Medium,en,web,2025-06-01T13:40:53
417,"Green Park ke paas peene ke paani me sewage mix ho raha hai, family bimar pad rahi hai, turant dhyan do.",Water,High,hinglish,web,2025-03-28T11:02:02
418,"Lajpat Nagar के पास नाली 10 दिनों से बंद है, पानी जमा हो रहा है। जरूरी नहीं",Sanitation,Medium,hi,phone,2025-02-27T20:10:02
419,"Indira Nagar ke paas 3 din se kachra nahi uthaya gaya hai, dustbin bhar gaye hai. pls jaldi karo",Waste,Medium,hinglish,phone,2025-02-17T21:40:12
420,"A huge trash pile near Malviya Nagar is rotting and attracting disease, urgent collection needed before it spreads illness. please help need this fixed",Waste,High,en,whatsapp,2025-03-02T20:13:09
421,"MG Road ke paas streetlight ek hafte se band hai aur kal raat loot ho gayi, mahilaye unsafe feel kar rahi hai, turant theek karo.",Lights,High,hinglish,app,2025-03-25T22:19:16
422,"Saket ke paas footpath me chhoti si darar hai, time milne par theek karwa dena. pls jaldi karo",Roads,Low,hinglish,web,2025-06-11T23:34:03
423,"Minor encroachment issue near Secttor 21, not urgent, just flagging.",Other / Unknown,Low,en,app,2025-02-06T10:33:56
424,Suggestion: cover the open drain near Malviya Nagar for safety. please look into this,Sanitation,Low,en,whatsapp,2025-02-20T03:04:22
425,"Shastri Nagar के पास हल्का कचरा जमा हो रहा है, जरूरी नहीं पर देख लें।",Waste,Low,hi,whatsapp,2025-01-16T22:54:43
426,Malviya Nagar के पास सड़क में 3 दिन से गड्ढा है जिससे ट्रैफिक जाम हो रहा है। कृपया जल्दी करें,Roads,Medium,hi,web,2025-06-18T19:45:18
427,"Rohini के पास कल रात तूफान बाद तार टूटकर गिर गया है, बहुत खतरनाक है, किसी को करंट लग सकता है। हालत बिगड़ रही है",Electricity,High,hi,web,2025-04-06T11:06:07
428,Suggestion: upgrade the old wiring near Dwarka Sector 9 sometime this year. please help,Electricity,Low,en,app,2025-04-20T09:12:24
429,"A live wire has fallen near Rohini after last night's storm, very dangerous, someone could get electrocuted.",Electricity,High,en,web,2025-04-27T12:20:30
430,"Ward 7 में सड़क अचानक धंस गई है, यह बहुत खतरनाक है, जल्द मरम्मत करें।",Roads,High,hi,app,2025-03-11T10:15:30
431,"Ward 7 ke paas ek mahine kachra nahi uthaya gaya hai, dustbin bhar gaye hai.",Waste,Medium,hinglish,app,2025-02-11T10:21:14
432,"Salt Lake की सभी स्ट्रीट लाइटें बंद हैं, रात में पूरा अंधेरा रहता है, बहुत खतरनाक है। कृपया जल्दी करें",Lights,High,hi,app,2025-01-19T16:27:30
